scenario,date,px_close,px_pctile250,oi,nc_l,nc_s,nc_net,d_nc_l,d_nc_s,d_nc_net,d_oi,w,t5,t10,t20,t40,t60
S1_nc_l_up_2w,2018-03-20,12.56,0.8,945319.0,189751.0,305907.0,-116156.0,7378.0,9180.0,-1802.0,37288.0,-0.15923566878981443,-0.15923566878981443,-2.3089171974522316,-6.847133757961787,-7.56369426751593,-2.6273885350318493
S1_nc_l_up_2w,2018-04-10,12.13,0.4,999540.0,201698.0,317550.0,-115852.0,6487.0,3284.0,3203.0,9489.0,-3.9571310799670245,-3.9571310799670245,-8.161582852431993,-4.699093157460843,0.577081615828523,-5.358615004122013
S1_nc_l_up_2w,2018-04-17,11.65,0.4,1021576.0,209163.0,323199.0,-114036.0,7465.0,5649.0,1816.0,22036.0,-4.37768240343347,-4.37768240343347,0.34334763948498104,-1.1158798283261828,7.381974248927037,-4.892703862660952
S1_nc_l_up_2w,2018-04-24,11.14,0.4,1010242.0,219642.0,333878.0,-114236.0,10479.0,10679.0,-200.0,-11334.0,4.937163375224407,4.937163375224407,3.7701974865349985,9.066427289048473,6.732495511669656,-1.526032315978454
S1_nc_l_up_2w,2018-05-01,11.69,3.2,977547.0,229548.0,332439.0,-102891.0,9906.0,-1439.0,11345.0,-32695.0,-1.112061591103497,-1.112061591103497,-1.4542343883661268,7.784431137724557,0.2566295979469668,-5.645851154833192
S1_nc_l_up_2w,2018-05-08,11.56,3.2,1000067.0,230701.0,326306.0,-95605.0,1153.0,-6133.0,7286.0,22520.0,-0.34602076124568004,-0.34602076124568004,5.103806228373697,5.536332179930792,-0.692041522491349,-8.391003460207614
S1_nc_l_up_2w,2018-05-15,11.52,4.8,1028716.0,236742.0,325053.0,-88311.0,6041.0,-1253.0,7294.0,28649.0,5.46875,5.46875,9.375,8.59375,-3.819444444444442,-5.902777777777779
S1_nc_l_up_2w,2018-05-22,12.15,12.4,1032703.0,251911.0,297565.0,-45654.0,15169.0,-27488.0,42657.0,3987.0,2.551440329218102,3.703703703703698,0.411522633744843,-2.139917695473248,-9.711934156378598,-15.226337448559669
S1_nc_l_up_2w,2018-07-03,11.39,4.4,946405.0,251418.0,250602.0,816.0,338.0,31235.0,-30897.0,-18668.0,0.17559262510973284,-0.8779631255487419,-2.721685689201059,-7.989464442493421,-8.95522388059703,-11.764705882352944
S1_nc_l_up_2w,2018-07-10,11.41,5.2,962201.0,253434.0,261407.0,-7973.0,2016.0,10805.0,-8789.0,15796.0,-2.4539877300613466,-2.4539877300613466,-1.9281332164767795,-4.645048203330404,-4.5574057843996485,7.1866783523225175
S1_nc_l_up_2w,2018-10-30,13.32,65.6,801819.0,204730.0,143406.0,61324.0,7000.0,-5523.0,12523.0,23286.0,-2.7027027027026973,-2.7027027027026973,-5.3303303303303355,-3.603603603603611,-8.033033033033032,-3.9789789789789864
S1_nc_l_up_2w,2019-02-12,12.85,80.0,904601.0,168753.0,174890.0,-6137.0,8689.0,5531.0,3158.0,-33168.0,3.891050583657596,4.591439688715959,0.46692607003890885,-3.8132295719844334,-0.3112840466926059,-8.326848249027242
S1_nc_l_up_2w,2019-02-19,13.35,92.4,871056.0,172752.0,176414.0,-3662.0,3999.0,1524.0,2475.0,-33545.0,-3.520599250936318,-3.520599250936318,-6.816479400749065,-4.269662921348316,-6.292134831460672,-11.23595505617978
S1_nc_l_up_2w,2019-02-26,12.88,82.4,839602.0,172817.0,166949.0,5868.0,65.0,-9465.0,9530.0,-31454.0,-3.4161490683229934,-3.4161490683229934,-4.270186335403736,-2.2515527950310643,-1.552795031055909,-9.782608695652184
S1_nc_l_up_2w,2019-04-09,12.78,78.0,915486.0,188407.0,204435.0,-16028.0,11461.0,-10510.0,21971.0,4359.0,-2.1126760563380254,-2.1126760563380254,-0.7824726134585291,-8.841940532081372,-2.1126760563380254,-3.2863849765258246
S1_nc_l_up_2w,2019-04-16,12.51,58.4,887198.0,203598.0,205283.0,-1685.0,15191.0,848.0,14343.0,-28288.0,1.51878497202238,1.358912869704243,-2.3980815347721784,-5.275779376498802,1.918465227817756,-1.6786570743405171
S1_nc_l_up_2w,2019-04-23,12.7,69.2,880933.0,213850.0,198787.0,15063.0,10252.0,-6496.0,16748.0,-6265.0,-2.8346456692913358,-2.8346456692913358,-5.905511811023622,-7.007874015748017,-1.5748031496062964,-9.055118110236204
S1_nc_l_up_2w,2019-06-04,12.42,52.8,1025985.0,217402.0,318471.0,-101069.0,558.0,-14791.0,15349.0,-13491.0,0.9661835748792313,0.9661835748792313,1.5297906602254496,-0.5636070853462183,-1.6908212560386437,-8.45410628019324
S1_nc_l_up_2w,2019-07-02,12.35,44.0,851542.0,219443.0,210810.0,8633.0,11966.0,976.0,10990.0,-36717.0,0.24291497975710286,1.2145748987854255,-4.534412955465594,-1.1336032388663875,-7.9352226720647785,-6.072874493927127
S1_nc_l_up_2w,2019-07-09,12.38,44.4,868182.0,222563.0,209030.0,13533.0,3120.0,-1780.0,4900.0,16640.0,-3.150242326332797,-3.150242326332797,-3.231017770597744,-5.250403877221332,-11.066235864297258,4.038772213247177
S1_nc_l_up_2w,2019-07-30,12.15,32.4,949627.0,225774.0,294003.0,-68229.0,7314.0,-12164.0,19478.0,2337.0,-3.4567901234567877,-3.4567901234567877,-3.539094650205754,-7.489711934156384,-2.8806584362139898,0.3292181069958877
S1_nc_l_up_2w,2019-08-06,11.73,20.0,985687.0,226126.0,301013.0,-74887.0,352.0,7010.0,-6658.0,36060.0,-0.08525149190110604,-0.08525149190110604,-2.4722932651321528,-6.1381074168798015,9.80392156862746,5.797101449275366
S1_nc_l_up_2w,2019-08-13,11.72,19.2,1047548.0,230080.0,311808.0,-81728.0,3954.0,10795.0,-6841.0,61861.0,-2.3890784982935287,-2.3890784982935287,-4.0955631399317465,-7.764505119453924,5.716723549488045,7.167235494880542
S1_nc_l_up_2w,2019-09-03,11.19,6.0,1088400.0,230966.0,350433.0,-119467.0,5202.0,17360.0,-12158.0,13195.0,-2.770330652368169,-2.770330652368169,-2.2341376228775744,15.10277033065237,10.277033065236818,14.20911528150135
S1_nc_l_up_2w,2019-11-05,12.71,77.2,978065.0,180017.0,347054.0,-167037.0,3088.0,-7442.0,10530.0,10296.0,-0.9441384736428082,-0.9441384736428082,-0.15735641227381247,2.7537372147915073,4.720692368213997,17.151848937844207
S1_nc_l_up_2w,2019-11-12,12.59,68.0,969252.0,193059.0,331306.0,-138247.0,13042.0,-15748.0,28790.0,-8813.0,0.7942811755361268,0.7942811755361268,1.5091342335186608,6.59253375694997,11.755361397934871,19.459888800635426
S1_nc_l_up_2w,2019-11-19,12.69,75.6,952863.0,198094.0,281545.0,-83451.0,5035.0,-49761.0,54796.0,-16389.0,0.7092198581560183,0.7092198581560183,2.9156816390859097,5.831363278171797,13.869188337273442,20.409771473601257
S1_nc_l_up_2w,2019-11-26,12.78,86.8,978753.0,204409.0,270591.0,-66182.0,6315.0,-10954.0,17269.0,25890.0,0.6259780907668322,2.1909233176838905,5.007824726134591,5.164319248826299,11.189358372456981,18.54460093896715
S1_nc_l_up_2w,2019-12-03,12.86,92.0,1004980.0,216173.0,267352.0,-51179.0,11764.0,-3239.0,15003.0,26227.0,4.6656298600311175,4.6656298600311175,3.188180404354579,2.0995334370140117,13.608087091757382,7.38724727838258
S1_nc_l_up_2w,2019-12-10,13.46,100.0,1010184.0,226474.0,209344.0,17130.0,10301.0,-58008.0,68309.0,5204.0,-1.411589895988119,-1.411589895988119,-0.6686478454680622,1.634472511144125,10.84695393759285,-6.3150074294205165
S1_nc_l_up_2w,2019-12-17,13.27,96.4,1003578.0,238665.0,186575.0,52090.0,12191.0,-22769.0,34960.0,-6606.0,0.7535795026375247,0.7535795026375247,-1.0550113036925324,8.741522230595322,13.489073097211769,-16.428033157498113
S1_nc_l_up_2w,2020-01-21,14.56,100.0,1121428.0,281116.0,135542.0,145574.0,27263.0,-20015.0,47278.0,47782.0,-0.13736263736264798,-0.13736263736264798,1.0302197802197766,7.005494505494503,-26.71703296703297,-30.219780219780223
S1_nc_l_up_2w,2020-01-28,14.54,98.8,1172016.0,298975.0,133622.0,165353.0,17859.0,-1920.0,19779.0,50588.0,1.1691884456671353,1.1691884456671353,5.983493810178819,1.719394773039884,-21.526822558459415,-32.324621733149925
S1_nc_l_up_2w,2020-02-18,15.28,99.2,1241072.0,315647.0,123917.0,191730.0,9228.0,-10138.0,19366.0,-10668.0,-0.8507853403141308,-0.8507853403141308,-9.947643979057585,-28.730366492146587,-33.507853403141354,-32.85340314136126
S1_nc_l_up_2w,2020-02-25,15.15,96.8,1206094.0,337831.0,121727.0,216104.0,22184.0,-2190.0,24374.0,-34978.0,-9.174917491749179,-9.174917491749179,-16.897689768976896,-25.610561056105617,-35.11551155115512,-26.13861386138614
S1_nc_l_up_2w,2020-04-14,10.05,0.8,1040411.0,200912.0,144793.0,56119.0,5268.0,18136.0,-12868.0,21282.0,-2.9850746268656803,-2.9850746268656803,-7.064676616915433,1.990049751243772,21.69154228855721,17.81094527363183
S1_nc_l_up_2w,2020-05-19,10.85,15.6,970769.0,208295.0,138673.0,69622.0,21607.0,-3901.0,25508.0,17718.0,1.8433179723502446,-0.4608294930875445,7.096774193548394,11.612903225806459,8.663594470046077,20.829493087557594
S1_nc_l_up_2w,2020-05-26,11.05,22.0,979826.0,217461.0,130398.0,87063.0,9166.0,-8275.0,17441.0,9057.0,1.538461538461533,1.538461538461533,8.597285067873294,6.696832579185497,7.330316742081444,19.819004524886875
S1_nc_l_up_2w,2020-06-02,11.22,27.6,996216.0,221084.0,127678.0,93406.0,3623.0,-2720.0,6343.0,16390.0,6.951871657753994,6.951871657753994,8.645276292335113,6.595365418894827,7.040998217468797,12.12121212121211
S1_nc_l_up_2w,2020-07-14,11.32,28.8,938702.0,223923.0,75121.0,148802.0,1873.0,8643.0,-6770.0,14080.0,3.0918727915194344,3.0918727915194344,6.095406360424027,12.54416961130742,6.27208480565371,24.91166077738516
S1_nc_l_up_2w,2020-07-21,11.67,38.0,944754.0,225964.0,73227.0,152737.0,2041.0,-1894.0,3935.0,6052.0,2.9134532990574113,2.9134532990574113,9.51156812339331,10.454155955441301,5.826906598114823,21.67952013710368
S1_nc_l_up_2w,2020-08-11,12.74,68.0,1002453.0,263040.0,43923.0,219117.0,15018.0,-8877.0,23895.0,12626.0,1.1773940345368938,1.1773940345368938,0.15698587127157548,-5.572998430141296,10.989010989010994,14.992150706436425
S1_nc_l_up_2w,2020-08-18,12.89,72.4,1018436.0,284216.0,43108.0,241108.0,21176.0,-815.0,21991.0,15983.0,-1.0085337470907785,-1.0085337470907785,-2.4049650892164487,-4.189294026377044,10.162916989914649,12.412723041117136
S1_nc_l_up_2w,2020-08-25,12.76,66.4,1062658.0,300927.0,46838.0,254089.0,16711.0,3730.0,12981.0,44222.0,-1.4106583072100332,-1.4106583072100332,-5.721003134796243,0.4702194357366851,13.479623824451426,21.081504702194366
S1_nc_l_up_2w,2020-09-01,12.58,57.2,1075405.0,302868.0,45542.0,257326.0,1941.0,-1296.0,3237.0,12747.0,-4.292527821939595,-4.3720190779014345,-1.8282988871224148,7.392686804451509,18.36248012718602,17.408585055643865
S1_nc_l_up_2w,2020-09-29,12.99,72.0,971839.0,288757.0,40412.0,248345.0,13641.0,-45.0,13686.0,-9959.0,6.851424172440335,6.851424172440335,7.852193995381063,14.164742109314865,15.781370284834484,14.164742109314865
S1_nc_l_up_2w,2020-10-06,13.88,86.4,946439.0,306256.0,44283.0,261973.0,17499.0,3871.0,13628.0,-25400.0,0.9365994236311126,0.9365994236311126,4.7550432276656895,6.051873198847257,5.187319884726227,11.599423631123917
S1_nc_l_up_2w,2020-10-13,14.01,85.2,978938.0,331552.0,51018.0,280534.0,25296.0,6735.0,18561.0,32499.0,3.783012134189856,3.783012134189856,5.8529621698786505,4.782298358315495,6.85224839400429,11.34903640256959
S1_nc_l_up_2w,2020-10-20,14.54,90.8,1008665.0,347906.0,51918.0,295988.0,16354.0,900.0,15454.0,29727.0,1.9944979367262805,1.9944979367262805,1.237964236588729,5.295735900962861,-0.3438789546079679,13.136176066024753
S1_nc_l_up_2w,2020-10-27,14.83,94.8,1036579.0,358746.0,50283.0,308463.0,10840.0,-1635.0,12475.0,27914.0,-0.7417397167902906,-0.7417397167902906,-1.011463250168576,1.4160485502360043,0.0,6.136210384356033
S1_nc_l_up_2w,2020-11-17,15.31,97.6,1079515.0,350269.0,52626.0,297643.0,11141.0,-4577.0,15718.0,23130.0,-1.7635532331809367,-1.7635532331809367,-4.637491835401708,-5.355976485956893,7.446113651208353,9.274983670803394
S1_nc_l_up_2w,2021-01-05,16.12,100.0,1089003.0,330921.0,57271.0,273650.0,31862.0,2096.0,29766.0,36735.0,-4.094292803970223,-4.094292803970223,0.9305210918113982,-0.49627791563277013,0.8684863523573227,-8.746898263027292
S1_nc_l_up_2w,2021-02-23,18.41,99.6,1065425.0,282375.0,44439.0,237936.0,122.0,-10874.0,10996.0,-59249.0,-10.755024443237371,-10.755024443237371,-13.633894622487775,-16.18685497012493,-7.984790874524705,-7.930472569255842
S1_nc_l_up_2w,2021-04-20,16.77,97.2,1014761.0,275744.0,46575.0,229169.0,30636.0,-6916.0,37552.0,-38078.0,6.976744186046524,6.976744186046524,2.0870602265951277,2.6237328562910056,1.610017889087656,3.3392963625521688
S1_nc_l_up_2w,2021-04-27,17.94,98.8,1021800.0,311478.0,43710.0,267768.0,35734.0,-2865.0,38599.0,7039.0,-4.570791527313267,-4.570791527313267,0.8918617614269708,-5.016722408026764,-6.967670011148275,-1.7837235228539638
S1_nc_l_up_2w,2021-06-08,17.71,96.8,1017887.0,311503.0,41394.0,270109.0,1883.0,1000.0,883.0,-6889.0,-3.7267080745341574,-3.7267080745341574,-7.227555053642021,0.22586109542630517,1.2422360248447228,11.067193675889332
S1_nc_l_up_2w,2021-08-03,17.98,96.0,987110.0,320806.0,37519.0,283287.0,12861.0,561.0,12300.0,33037.0,8.954393770856495,8.954393770856495,11.345939933259164,10.344827586206895,5.339265850945507,9.566184649610676
S1_nc_l_up_2w,2021-08-10,19.59,100.0,998508.0,335075.0,37654.0,297421.0,14269.0,135.0,14134.0,11398.0,2.1949974476773937,2.1949974476773937,-0.05104645227157478,-0.5104645227156812,0.9188361408882129,-1.071975497702915
S1_nc_l_up_2w,2021-08-17,20.02,99.6,1033177.0,339414.0,37147.0,302267.0,4339.0,-507.0,4846.0,34669.0,-2.197802197802201,-2.197802197802201,-0.899100899100902,-2.4975024975025018,-0.7992007992008054,-2.0979020979020935
S1_nc_l_up_2w,2021-11-09,19.9,94.8,897739.0,268559.0,56528.0,212031.0,252.0,-2718.0,2970.0,13232.0,0.45226130653266416,0.45226130653266416,1.0552763819095423,-0.4020100502512447,-8.592964824120585,-8.391959798994964
S1_nc_l_up_2w,2021-11-16,19.99,95.2,906385.0,278893.0,51504.0,227389.0,10334.0,-5024.0,15358.0,8646.0,0.6003001500750393,0.6003001500750393,-6.953476738369169,-3.5017508754377147,-9.504752376188087,-8.654327163581776
S1_nc_l_up_2w,2021-11-23,20.11,96.8,920493.0,297379.0,47753.0,249626.0,18486.0,-3751.0,22237.0,14108.0,-7.508702138239675,-7.508702138239675,-1.4420686225758317,-4.226752859273986,-6.0169070114371,-9.497762307309799
S1_nc_l_up_2w,2022-03-29,19.11,64.8,819459.0,222154.0,60573.0,161581.0,10079.0,4294.0,5785.0,1997.0,2.8257456828885363,2.8257456828885363,5.80847723704867,-0.47095761381475976,2.982731554160134,-3.8723181580324395
S1_nc_l_up_2w,2022-04-05,19.65,83.6,859871.0,243133.0,54586.0,188547.0,20979.0,-5987.0,26966.0,40412.0,2.900763358778624,2.900763358778624,-0.15267175572517555,-5.241730279898205,-1.5267175572518887,-8.040712468193378
S1_nc_l_up_2w,2022-04-12,20.22,97.6,916130.0,292621.0,52757.0,239864.0,49488.0,-1829.0,51317.0,56259.0,-2.3738872403560873,-2.9673590504450953,-5.934718100890201,-8.259149357072193,-4.599406528189909,-6.7260138476755715
S1_nc_l_up_2w,2022-04-19,19.74,84.4,909622.0,296437.0,56922.0,239515.0,3816.0,4165.0,-349.0,-6508.0,-3.7993920972644424,-3.7993920972644424,-5.673758865248213,1.317122593718345,-6.484295845997967,-2.482269503546086
S1_nc_l_up_2w,2022-05-24,19.75,82.0,847420.0,262661.0,53174.0,209487.0,9909.0,-2948.0,12857.0,22139.0,-1.7721518987341867,-1.5696202531645498,-3.8987341772151907,-6.9367088607594996,-9.417721518987342,-8.405063291139236
S1_nc_l_up_2w,2022-09-13,18.38,26.0,751873.0,182761.0,114431.0,68330.0,4417.0,-6142.0,10559.0,-8728.0,-1.0337323177366575,-1.0337323177366575,-1.0337323177366575,1.9586507072905324,3.3732317736670403,6.039173014145804
S1_nc_l_up_2w,2022-10-18,18.67,47.2,711664.0,205568.0,79156.0,126412.0,22518.0,-2779.0,25297.0,24455.0,-2.9994643813604838,-2.9994643813604838,-1.2854847348687803,8.677021960364195,8.677021960364195,5.677557579003745
S1_nc_l_up_2w,2022-11-15,20.29,99.2,832522.0,251928.0,95734.0,156194.0,56997.0,-9015.0,66012.0,66182.0,-2.7106949236076927,-2.7106949236076927,-3.2528339083292224,0.0,-2.7599802858550904,4.484967964514541
S1_nc_l_up_2w,2022-11-22,19.74,92.0,872727.0,287196.0,99234.0,187962.0,35268.0,3500.0,31768.0,40205.0,-1.2158054711246091,-0.5572441742654477,-1.266464032421477,5.116514690982776,-0.20263424518742745,8.054711246200608
S1_nc_l_up_2w,2022-12-20,20.58,100.0,922300.0,326115.0,92949.0,233166.0,38063.0,-2052.0,40115.0,22523.0,-1.263362487852271,-2.0894071914480117,-6.025267249757038,-4.178814382896013,4.033041788143832,-0.4859086491739495
S1_nc_l_up_2w,2022-12-27,20.32,98.0,943801.0,342482.0,96052.0,246430.0,16367.0,3103.0,13264.0,21501.0,-3.0511811023622104,-3.8385826771653586,-3.297244094488194,1.7716535433070835,4.7244094488189115,2.460629921259838
S1_nc_l_up_2w,2023-04-04,22.47,100.0,1005892.0,328123.0,81472.0,246651.0,13515.0,-10307.0,23822.0,52415.0,8.455718736092589,7.031597685803304,8.455718736092589,12.016021361815765,10.725411659991103,1.4241210502892843
S1_nc_l_up_2w,2023-04-11,24.37,100.0,992086.0,341373.0,81585.0,259788.0,13250.0,113.0,13137.0,-13806.0,0.5744768157570856,0.5744768157570856,9.35576528518669,7.468198604842025,0.5334427574887224,-3.4468608945424695
S1_nc_l_up_2w,2023-06-20,26.22,96.8,967113.0,342320.0,81319.0,261001.0,11641.0,1900.0,9741.0,-34625.0,-12.166285278413413,-12.166285278413413,-10.25934401220442,-7.665903890160175,-7.742181540808534,2.898550724637694
S1_nc_l_up_2w,2023-07-25,24.69,82.8,911185.0,303615.0,83801.0,219814.0,23117.0,-391.0,23508.0,30165.0,-1.2150668286755817,-1.2150668286755817,-5.022276225192391,-5.224787363304994,8.505467800729027,11.30012150668287
S1_nc_l_up_2w,2023-09-05,26.59,98.8,966992.0,317572.0,82151.0,235421.0,29245.0,2254.0,26991.0,22940.0,0.6769462203836119,0.6769462203836119,3.0086498683715712,-3.4599473486273014,1.8804061677322403,1.0154193305754067
S1_nc_l_up_2w,2023-09-12,26.77,99.6,996532.0,328566.0,84131.0,244435.0,10994.0,1980.0,9014.0,29540.0,2.316025401568922,2.316025401568922,-2.988419872992154,1.2700784460216719,2.9137093761673505,-14.082928651475534
S1_nc_l_up_2w,2023-09-19,27.39,100.0,956532.0,329115.0,84806.0,244309.0,549.0,675.0,-126.0,-40000.0,-5.184373859072656,-5.184373859072656,-6.279664110989403,0.3650967506389158,-0.766703176341732,-20.080321285140556
S1_nc_l_up_2w,2023-10-17,27.49,100.0,842662.0,318662.0,90703.0,227959.0,7354.0,1075.0,6279.0,20913.0,0.14550745725718794,0.14550745725718794,-1.455074572571835,-1.1276827937431788,-20.37104401600581,-21.389596216806105
S1_nc_l_up_2w,2023-10-24,27.53,100.0,857661.0,320884.0,96189.0,224695.0,2222.0,5486.0,-3264.0,14999.0,-1.5982564475118144,-1.5982564475118144,0.07264802034143703,0.7264802034144591,-24.0101707228478,-14.638576098801314
S1_nc_l_up_2w,2024-01-30,23.91,42.0,851084.0,178443.0,104759.0,73684.0,7443.0,1314.0,6129.0,31964.0,-1.3383521539104937,-1.3383521539104937,-2.5512337933918827,0.4182350480970376,-7.193642827268921,-18.778753659556667
S1_nc_l_up_2w,2024-02-06,23.59,35.6,881004.0,183705.0,103181.0,80524.0,5262.0,-1578.0,6840.0,29920.0,-1.2293344637558268,-1.2293344637558268,-3.476049173378548,-9.071640525646462,-5.214073760067828,-18.355235269181847
S1_nc_l_up_2w,2024-02-13,23.3,27.6,884135.0,184125.0,91970.0,92155.0,420.0,-11211.0,11631.0,3131.0,-2.3605150214592308,-2.274678111587991,3.0472103004291817,-5.536480686695278,-10.557939914163095,-16.09442060085837
S1_nc_l_up_2w,2024-02-20,22.75,23.2,848563.0,184174.0,92484.0,91690.0,49.0,514.0,-465.0,-35572.0,4.791208791208801,4.791208791208801,-8.307692307692305,-4.8791208791208796,-15.076923076923077,-18.109890109890113
S1_nc_l_up_2w,2024-02-27,23.84,38.8,822162.0,187869.0,84615.0,103254.0,3695.0,-7869.0,11564.0,-26401.0,-12.5,-12.5,-8.011744966442958,-6.082214765100669,-16.65268456375838,-23.61577181208053
S1_nc_l_up_2w,2024-03-26,22.39,18.0,839231.0,184549.0,84124.0,100425.0,5360.0,-3742.0,9102.0,4741.0,-0.312639571237161,-0.7592675301473895,-4.332291201429205,-11.255024564537742,-18.66904868244752,-15.185350602947755
S1_nc_l_up_2w,2024-04-02,22.32,16.8,845531.0,196650.0,79189.0,117461.0,12101.0,-4935.0,17036.0,6300.0,-3.7186379928315527,-3.7186379928315527,-12.141577060931908,-12.903225806451612,-17.92114695340502,-9.722222222222232
S1_nc_l_up_2w,2024-04-09,21.49,8.0,834056.0,197840.0,92146.0,105694.0,1190.0,12957.0,-11767.0,-11475.0,-8.748255002326655,-8.748255002326655,-7.538389948813395,-7.166123778501621,-10.93531875290832,-6.561191251745003
S1_nc_l_up_2w,2024-04-30,19.44,1.6,833374.0,199571.0,159266.0,40305.0,2274.0,7070.0,-4796.0,6296.0,2.6234567901234573,2.6234567901234573,-2.77777777777779,-5.76131687242799,3.652263374485587,-4.938271604938271
S1_nc_l_up_2w,2024-05-07,19.95,6.0,825438.0,200063.0,171502.0,28561.0,492.0,12236.0,-11744.0,-7936.0,-5.263157894736848,-5.263157894736848,-6.9172932330827,-4.060150375939841,0.6516290726817031,-8.922305764411021
S1_nc_l_up_2w,2024-05-14,18.9,0.8,829891.0,209791.0,183900.0,25891.0,9728.0,12398.0,-2670.0,4453.0,-1.7460317460317398,-1.7460317460317398,-3.0687830687830653,1.0052910052910091,1.5873015873015817,-1.904761904761898
S1_nc_l_up_2w,2024-07-02,20.62,24.4,775139.0,181116.0,116258.0,64858.0,803.0,-26868.0,27671.0,-33835.0,-4.704170708050448,-4.073714839961207,-6.062075654704168,-7.75945683802135,-4.99515033947624,12.948593598448088
S1_nc_l_up_2w,2024-08-06,17.85,0.4,803315.0,186989.0,161174.0,25815.0,1824.0,12488.0,-10664.0,9159.0,2.857142857142847,2.857142857142847,-1.5686274509803977,7.89915966386554,26.834733893557416,24.593837535013986
S1_nc_l_up_2w,2024-08-13,18.36,6.4,808191.0,188878.0,154316.0,34562.0,1889.0,-6858.0,8747.0,4876.0,-4.302832244008714,-4.302832244008714,7.135076252723316,2.015250544662317,20.261437908496728,20.15250544662308
S1_nc_l_up_2w,2024-10-01,23.0,70.8,791833.0,230838.0,101377.0,129461.0,33125.0,19047.0,14078.0,-18226.0,-2.347826086956517,-2.347826086956517,-0.5652173913043401,-4.0000000000000036,-5.869565217391315,-16.30434782608695
S1_nc_l_up_2w,2024-11-26,21.65,58.0,877135.0,224726.0,148632.0,76094.0,4596.0,240.0,4356.0,-2261.0,-1.4318706697459493,-2.2170900692840556,-1.524249422632784,-11.085450346420323,-11.50115473441108,-1.24711316397228
S1_nc_l_up_2w,2024-12-03,21.34,53.2,890137.0,228964.0,140649.0,88315.0,4238.0,-7983.0,12221.0,13002.0,-1.2652296157450782,-1.2652296157450782,-7.122774133083409,-7.778819119025304,-9.090909090909093,-14.386129334582943
S1_nc_l_up_2w,2024-12-10,21.07,48.4,930326.0,237266.0,139939.0,97327.0,8302.0,-710.0,9012.0,40189.0,-5.932605600379681,-5.932605600379681,-7.356430944470816,-9.207403891789278,-8.35310868533461,-10.583768391077363
S1_nc_l_up_2w,2024-12-31,19.29,28.8,966547.0,228766.0,183647.0,45119.0,3460.0,18435.0,-14975.0,7734.0,1.140487299118731,-0.5702436495593544,-6.428201140487289,0.7776049766718529,-4.095386210471741,-1.192327630896839
S1_nc_l_up_2w,2025-01-07,19.51,35.6,959156.0,232677.0,182850.0,49827.0,3911.0,-797.0,4708.0,-7391.0,-6.304459251665817,-6.304459251665817,-6.9195284469502845,1.1788826242952188,-6.663249615581757,-2.357765248590471
S1_nc_l_up_2w,2025-03-25,19.55,50.4,898876.0,211369.0,159327.0,52042.0,22238.0,1998.0,20240.0,-463.0,-0.9718670076726443,-0.9718670076726443,-6.39386189258312,-8.23529411764705,-9.25831202046037,-17.85166240409208
S1_nc_l_up_2w,2025-04-01,19.36,43.6,894479.0,212886.0,159813.0,53073.0,1517.0,486.0,1031.0,-4397.0,-5.475206611570238,-5.475206611570238,-9.297520661157034,-10.950413223140497,-11.98347107438017,-17.975206611570236
S1_nc_l_up_2w,2025-04-29,17.6,1.2,814178.0,196828.0,158063.0,38765.0,3750.0,-1780.0,5530.0,-16115.0,-1.0795454545454608,-1.0795454545454608,3.295454545454546,-3.9204545454545547,-11.363636363636376,-7.499999999999996
S1_nc_l_up_2w,2025-05-20,17.41,2.4,805373.0,202598.0,174167.0,28431.0,1740.0,2239.0,-499.0,17371.0,-0.9190120620333198,-2.871912693854106,-3.790924755887426,-8.615738081562318,-3.561171740379099,-5.399195864445727
S1_nc_l_up_2w,2025-05-27,17.25,1.6,824628.0,209622.0,190119.0,19503.0,7024.0,15952.0,-8928.0,19255.0,-1.7391304347826098,-1.7391304347826098,-4.579710144927529,-7.304347826086954,-3.94202898550724,-5.159420289855077
S1_nc_l_up_2w,2025-06-03,16.95,1.2,878105.0,214220.0,218064.0,-3844.0,4598.0,27945.0,-23347.0,53477.0,-2.890855457227126,-2.890855457227126,-5.545722713864299,-8.20058997050147,-3.539823008849541,-2.654867256637161
S1_nc_l_up_2w,2025-06-10,16.46,0.4,903273.0,217346.0,236861.0,-19515.0,3126.0,18797.0,-15671.0,25168.0,-2.7339003645200477,-2.7339003645200477,-2.8554070473876147,-1.2150668286755706,-2.6123936816524918,-5.34629404617254
S1_nc_l_up_2w,2025-07-15,16.56,9.6,866727.0,204179.0,256278.0,-52099.0,2204.0,-6148.0,8352.0,16195.0,-1.8115942028985366,-1.8115942028985366,0.0,2.3550724637681153,-4.045893719806748,-1.449275362318836
S1_nc_l_up_2w,2025-12-09,14.66,6.0,941986.0,154913.0,337475.0,-182562.0,5277.0,2944.0,2333.0,-9451.0,1.2960436562073685,1.2960436562073685,3.47885402455661,2.046384720327432,-3.547066848567526,-0.27285129604366354
S1_nc_l_up_2w,2025-12-16,14.85,10.4,942193.0,159080.0,316729.0,-157649.0,4167.0,-20746.0,24913.0,207.0,2.154882154882154,2.154882154882154,0.6734006734006703,-1.7508417508417473,-6.599326599326605,-4.511784511784511
S1_nc_l_up_2w,2025-12-23,15.17,16.8,938797.0,161284.0,310825.0,-149541.0,2204.0,-5904.0,8108.0,-3396.0,-2.0435069215557045,-1.4502307185234042,-1.3843111404087005,-2.9004614370467974,-4.614370468029005,2.307185234014497
