time,open,high,low,close,EMA,EMA,EMA,EMA
1994-02-21,78.35,79.8,78.02,79.05,64.77784041171371,64.56147151338378,63.717938503181045,63.479465796871736
1994-02-28,79.3,79.35,75.7,77.86,64.85502129424047,64.6535028523915,63.88431569726127,63.67781799277695
1994-03-07,77.7,78.62,76.72,76.85,64.92578813026265,64.73790767694243,64.03685315964643,63.8595032618421
1994-03-14,76.34,77.17,75.1,75.76,64.98970678436139,64.81418513246531,64.17477253423883,64.02364804443738
1994-03-21,75.9,78.2,74.9,77.07,65.06097695082534,64.89900046026833,64.32648109265955,64.20359772658307
1994-03-28,76.57,78.78,76.5,78.21,65.13855230804761,64.9911181041419,64.48981660921649,64.39678948207847
1994-04-04,76.65,77.69,74.05,75.9,65.20204167496178,65.06661209650079,64.62405406087277,64.55545445473946
1994-04-11,75.8,81.4,75.7,80.73,65.29365204856082,65.17500924462189,64.81353577780368,64.77855163467409
1994-04-18,80.5,81.75,79.3,79.9,65.3798251928171,65.27691229483212,64.99102359218246,64.98712333626479
1994-04-25,80.25,83.5,78.95,83.22,65.48507696159103,65.40108591216892,65.20548213815678,65.23861129024735
1994-05-02,83.45,84.42,81.75,82.12,65.5832181004607,65.51678773976637,65.40447646594318,65.47145803107152
1994-05-09,81.2,81.9,79,80.37,65.67045575178541,65.61957813603097,65.58054144869679,65.67695516167743
1994-05-16,79.5,84.65,79.5,83.8,65.77741471490172,65.74539420429373,65.79488801988859,65.92692819393015
1994-05-23,82.88,84.15,81.4,83.33,65.88096979033003,65.86708697796644,66.00118345494872,66.16697056366904
1994-05-30,83.33,84.4,81.55,81.92,65.97559533728973,65.97817980164832,66.18846364959637,66.38425372830808
1994-06-06,81.9,81.95,79.25,79.8,66.05715524680424,66.07383253658502,66.34859937136582,66.56929850446934
1994-06-13,79.7,80.6,76.51,76.57,66.11917792971396,66.14647037370207,66.4688511434674,66.70723921475252
1994-06-20,76.3,76.45,74.4,75.14,66.17239811891919,66.20870933305362,66.5708646594266,66.823553156618
1994-06-27,75.4,75.7,69.71,70.25,66.19645476718516,66.23667674251345,66.61414860460982,66.87081449238879
1994-07-04,70.3,71.9,68.89,71.78,66.22939603699528,66.27503884118119,66.67492332690853,66.93852739594205
1994-07-11,69.78,71.2,68.15,69.51,66.24875063264723,66.29742611563668,66.70827717012136,66.97399598358423
1994-07-18,70.1,72.25,70.01,72.25,66.28415623363456,66.33862039857345,66.7734739092964,67.04676845277618
1994-07-25,72.4,74.25,70.63,70.95,66.31168333550103,66.37053306017502,66.8226095103635,67.10060612928962
1994-08-01,70.5,71.3,68.95,71.26,66.34087694414114,66.4043702016271,66.87481410435923,67.15797707923045
1994-08-08,70.75,71.2,68.55,68.55,66.35391011851199,66.4192188507508,66.89452217371971,67.17717739537899
1994-08-15,66.55,67.71,65.9,67.31,66.35955076678036,66.42538342617813,66.89941014814653,67.17900943130479
1994-08-22,67.45,68.4,66.47,68,66.36922893334803,66.43628042668901,66.91235826405068,67.19033343914886
1994-08-29,68.08,70.15,68.07,69.04,66.3849856948032,66.45429924726555,66.93738934329714,67.2158460813675
1994-09-05,69.04,71.8,68.35,71.13,66.41297987949463,66.48665703794191,66.98671417455247,67.26983441127967
1994-09-12,70.9,71.9,69.1,69.24,66.42965846427637,66.50571131449594,67.01322341955775,67.29700910905513
1994-09-19,69.3,69.44,68.07,68.81,66.4437017771715,66.5216579489977,67.03436196756294,67.31787794893023
1994-09-26,69,69.32,66.8,67.63,66.45070058674571,66.52932813620187,67.0413694738269,67.32218308066912
1994-10-03,67.25,68.4,66.3,67.45,66.45659615850532,66.53569956778524,67.04617689178188,67.3239460726599
1994-10-10,67.8,69.74,67.12,69.14,66.47242744960559,66.5537224081466,67.07081010481974,67.34899509234734
1994-10-17,69.2,70.1,68.25,69.1,66.48792935255777,66.57134370636011,67.09468292711598,67.37314688417703
